,10-Year Breakeven Inflation Rate,5-Year Breakeven Inflation Rate,Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity,Moodys Seasoned Aaa Corporate Bond Yield,Moodys Seasoned Baa Corporate Bond Yield,Unemployment Rate,S&P/Case-Shiller U.S. National Home Price Index,Export Price Index (End Use),Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Median Consumer Price Index,Personal Consumption Expenditures,Total Public Construction Spending: Highway and Street in the United States,Total Private Construction Spending: Commercial in the United States,Population,Reserves of Depository Institutions: Total,Producer Price Index by Commodity: All Commodities,Real Disposable Personal Income,Personal Saving Rate,M1,M2,Real Disposable Personal Income: Per Capita,University of Michigan: Consumer Sentiment,S&P/Case-Shiller 20-City Composite Home Price Index,Total Vehicle Sales,Equity Market Volatility Tracker: Overall,Industrial Production: Total Index,Total Reserves excluding Gold for United States,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Normalised for the United States,Global Economic Policy Uncertainty Index: PPP-Adjusted GDP,U.S. Dollars to Euro Spot Exchange Rate,U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate,"Securities in Bank Credit, All Commercial Banks","Consumer Loans, All Commercial Banks","Total Assets, All Commercial Banks","Bank Credit, All Commercial Banks","Trade Balance: Goods and Services, Balance of Payments Basis",Brave-Butters-Kelley Real Gross Domestic Product,Index of Global Real Economic Activity,Passenger Car Registrations in United States
2019-05-24,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-25,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-26,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-27,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-28,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-29,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-30,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-05-31,1.83,1.71,2.4,2.19,2.21,3.67,4.63,3.6,209.391,126.7,255.325,2.5585351456762795,14372.2,104682.0,3.1,330240.0,1576.3,201.7,14673.5,7.4,3783.2,14632.5,44433.0,100.0,215.733571501149,17.84,19.52662,102.4519,115926389582.04,100.595452062496,253.2449169,1.1187,1.2855,3628.0098,6.1,3.3,5.1,-50544.0,3.1678077781209915,-42.013641,63.7862334751991
2019-06-01,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-02,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-03,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-04,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-05,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-06,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-07,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-08,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-09,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-10,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-11,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-12,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-13,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-14,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-15,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-16,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-17,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-18,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-19,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-20,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-21,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-22,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-23,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-24,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-25,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-26,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-27,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-28,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-29,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-06-30,1.7,1.55,2.07,1.83,1.81,3.42,4.46,3.6,210.63,126.0,255.361,3.97472775912058,14425.7,100930.0,3.8,330393.0,1601.3,200.3,14686.4,7.2,3824.4,14754.8,44451.0,98.2,216.073093016554,17.832,19.79016,102.384,117315120113.857,100.659631378747,335.4841217,1.1295,1.2675,3659.3064,4.7,8.6,6.7,-48902.0,2.7876551363568187,-29.359765,65.1103878210946
2019-07-01,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-02,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-03,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-04,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-05,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-06,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-07,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-08,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-09,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-10,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-11,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-12,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-13,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-14,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-15,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-16,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-17,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-18,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-19,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-20,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-21,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-22,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
2019-07-23,1.75,1.58,2.06,1.83,1.84,3.29,4.28,3.7,211.38400000000001,126.2,255.9,2.94534789606442,14487.4,99305.0,0.5,330553.0,1578.6,200.7,14703.7,7.0,3856.8,14833.8,44482.0,98.4,216.363698269656,17.597,21.44975,102.0568,117803924307.551,100.718196738816,268.1132453,1.1211,1.2461,3686.4359,4.7,4.5,5.4,-48351.0,3.0493537799047807,17.144572,62.3272302810446
